feature_code,date_code,date_start,date_end,measurement,units,value,currently_smokes_cigarettes,type_of_tenure,household_type,gender,limiting_long_term_physical_or_mental_health_condition,age,date_diff,council_area
S12000019,2016,2016,NA,Percent,Percent Of Adults,87.5,No,All,All,All,All,65 years and over,NA,Midlothian
S12000014,2016,2016,NA,Percent,Percent Of Adults,88.8,No,All,All,All,All,65 years and over,NA,Falkirk
S12000042,2016,2016,NA,Percent,Percent Of Adults,90.9,No,All,All,All,All,65 years and over,NA,Dundee City
S12000042,2016,2016,NA,Percent,Percent Of Adults,90.9,No,All,All,All,All,65 years and over,NA,Dundee City
S12000038,2016,2016,NA,Percent,Percent Of Adults,87.8,No,All,All,All,All,65 years and over,NA,Renfrewshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,87.8,No,All,All,All,All,65 years and over,NA,Renfrewshire
S12000006,2016,2016,NA,Percent,Percent Of Adults,89.1,No,All,All,All,All,65 years and over,NA,Dumfries and Galloway
S12000023,2016,2016,NA,Percent,Percent Of Adults,86.9,No,All,All,All,All,35-64 years,NA,Orkney Islands
S12000011,2016,2016,NA,Percent,Percent Of Adults,88.5,No,All,All,All,All,35-64 years,NA,East Renfrewshire
S12000011,2016,2016,NA,Percent,Percent Of Adults,88.5,No,All,All,All,All,35-64 years,NA,East Renfrewshire
S12000049,2016,2016,NA,Percent,Percent Of Adults,70.9,No,All,All,All,All,35-64 years,NA,Glasgow City
S12000014,2016,2016,NA,Percent,Percent Of Adults,81.5,No,All,All,All,All,35-64 years,NA,Falkirk
S12000017,2016,2016,NA,Percent,Percent Of Adults,81.1,No,All,All,All,All,35-64 years,NA,Highland
S12000039,2016,2016,NA,Percent,Percent Of Adults,73.4,No,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,73.4,No,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000021,2016,2016,NA,Percent,Percent Of Adults,66.9,No,All,All,All,All,35-64 years,NA,North Ayrshire
S12000005,2016,2016,NA,Percent,Percent Of Adults,79.8,No,All,All,All,All,35-64 years,NA,Clackmannanshire
S12000028,2016,2016,NA,Percent,Percent Of Adults,84,No,All,All,All,All,35-64 years,NA,South Ayrshire
S12000026,2016,2016,NA,Percent,Percent Of Adults,80.4,No,All,All,All,All,35-64 years,NA,Scottish Borders
S12000036,2016,2016,NA,Percent,Percent Of Adults,79.6,No,All,All,All,All,35-64 years,NA,City of Edinburgh
S12000034,2016,2016,NA,Percent,Percent Of Adults,78,No,All,All,All,All,35-64 years,NA,Aberdeenshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,87.3,No,All,All,All,All,65 years and over,NA,West Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,87.3,No,All,All,All,All,65 years and over,NA,West Dunbartonshire
S12000011,2016,2016,NA,Percent,Percent Of Adults,96,No,All,All,All,All,65 years and over,NA,East Renfrewshire
S12000011,2016,2016,NA,Percent,Percent Of Adults,96,No,All,All,All,All,65 years and over,NA,East Renfrewshire
S12000013,2016,2016,NA,Percent,Percent Of Adults,94.4,No,All,All,All,All,65 years and over,NA,Na h-Eileanan Siar
S12000030,2016,2016,NA,Percent,Percent Of Adults,79.6,No,All,All,All,All,16-34 years,NA,Stirling
S12000017,2016,2016,NA,Percent,Percent Of Adults,90.2,No,All,All,All,All,65 years and over,NA,Highland
S12000028,2016,2016,NA,Percent,Percent Of Adults,91,No,All,All,All,All,65 years and over,NA,South Ayrshire
S12000047,2016,2016,NA,Percent,Percent Of Adults,88.8,No,All,All,All,All,65 years and over,NA,Fife
S12000023,2016,2016,NA,Percent,Percent Of Adults,95.3,No,All,All,All,All,65 years and over,NA,Orkney Islands
S12000023,2016,2016,NA,Percent,Percent Of Adults,69.5,No,All,All,All,All,16-34 years,NA,Orkney Islands
S12000050,2016,2016,NA,Percent,Percent Of Adults,22.2,Yes,All,All,All,All,16-34 years,NA,North Lanarkshire
S12000034,2016,2016,NA,Percent,Percent Of Adults,17.5,Yes,All,All,All,All,16-34 years,NA,Aberdeenshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,21.5,Yes,All,All,All,All,All,NA,West Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,21.5,Yes,All,All,All,All,All,NA,West Dunbartonshire
S12000033,2016,2016,NA,Percent,Percent Of Adults,19.1,Yes,All,All,All,All,All,NA,Aberdeen City
S12000030,2016,2016,NA,Percent,Percent Of Adults,15.1,Yes,All,All,All,All,All,NA,Stirling
S12000014,2016,2016,NA,Percent,Percent Of Adults,19.5,Yes,All,All,All,All,16-64 years,NA,Falkirk
S12000035,2016,2016,NA,Percent,Percent Of Adults,17,Yes,All,All,All,All,All,NA,Argyll and Bute
S12000039,2016,2016,NA,Percent,Percent Of Adults,76,No,All,All,All,All,16-64 years,NA,West Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,76,No,All,All,All,All,16-64 years,NA,West Dunbartonshire
S12000021,2016,2016,NA,Percent,Percent Of Adults,92,No,All,All,All,All,65 years and over,NA,North Ayrshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,89.3,No,All,All,All,All,65 years and over,NA,South Lanarkshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,89.3,No,All,All,All,All,65 years and over,NA,South Lanarkshire
S12000040,2016,2016,NA,Percent,Percent Of Adults,89.6,No,All,All,All,All,65 years and over,NA,West Lothian
S12000005,2016,2016,NA,Percent,Percent Of Adults,92.8,No,All,All,All,All,65 years and over,NA,Clackmannanshire
S12000034,2016,2016,NA,Percent,Percent Of Adults,93.3,No,All,All,All,All,65 years and over,NA,Aberdeenshire
S12000018,2016,2016,NA,Percent,Percent Of Adults,83.4,No,All,All,All,All,65 years and over,NA,Inverclyde
S12000018,2016,2016,NA,Percent,Percent Of Adults,83.4,No,All,All,All,All,65 years and over,NA,Inverclyde
S12000041,2016,2016,NA,Percent,Percent Of Adults,90.2,No,All,All,All,All,65 years and over,NA,Angus
S12000041,2016,2016,NA,Percent,Percent Of Adults,90.2,No,All,All,All,All,65 years and over,NA,Angus
S12000008,2016,2016,NA,Percent,Percent Of Adults,83.8,No,All,All,All,All,65 years and over,NA,East Ayrshire
S12000050,2016,2016,NA,Percent,Percent Of Adults,85.3,No,All,All,All,All,65 years and over,NA,North Lanarkshire
S12000050,2016,2016,NA,Percent,Percent Of Adults,75.6,No,All,All,All,All,35-64 years,NA,North Lanarkshire
S12000021,2016,2016,NA,Percent,Percent Of Adults,33.6,Yes,All,All,All,All,16-64 years,NA,North Ayrshire
S12000008,2016,2016,NA,Percent,Percent Of Adults,75.8,No,All,All,All,All,35-64 years,NA,East Ayrshire
S12000030,2016,2016,NA,Percent,Percent Of Adults,85.4,No,All,All,All,All,35-64 years,NA,Stirling
S12000010,2016,2016,NA,Percent,Percent Of Adults,78.4,No,All,All,All,All,35-64 years,NA,East Lothian
S12000030,2016,2016,NA,Percent,Percent Of Adults,91.2,No,All,All,All,All,65 years and over,NA,Stirling
S12000042,2016,2016,NA,Percent,Percent Of Adults,67.6,No,All,All,All,All,35-64 years,NA,Dundee City
S12000042,2016,2016,NA,Percent,Percent Of Adults,67.6,No,All,All,All,All,35-64 years,NA,Dundee City
S12000050,2016,2016,NA,Percent,Percent Of Adults,75.6,No,All,All,All,All,16-64 years,NA,North Lanarkshire
S12000027,2016,2016,NA,Percent,Percent Of Adults,93.6,No,All,All,All,All,65 years and over,NA,Shetland Islands
S12000040,2016,2016,NA,Percent,Percent Of Adults,77.9,No,All,All,All,All,35-64 years,NA,West Lothian
S12000029,2016,2016,NA,Percent,Percent Of Adults,79.6,No,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,79.6,No,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000017,2016,2016,NA,Percent,Percent Of Adults,17.1,Yes,All,All,All,All,16-34 years,NA,Highland
S12000027,2016,2016,NA,Percent,Percent Of Adults,6.4,Yes,All,All,All,All,65 years and over,NA,Shetland Islands
S12000026,2016,2016,NA,Percent,Percent Of Adults,13.2,Yes,All,All,All,All,65 years and over,NA,Scottish Borders
S12000020,2016,2016,NA,Percent,Percent Of Adults,11.1,Yes,All,All,All,All,65 years and over,NA,Moray
S12000005,2016,2016,NA,Percent,Percent Of Adults,20.1,Yes,All,All,All,All,All,NA,Clackmannanshire
S12000047,2016,2016,NA,Percent,Percent Of Adults,23.4,Yes,All,All,All,All,16-64 years,NA,Fife
S12000050,2016,2016,NA,Percent,Percent Of Adults,21.8,Yes,All,All,All,All,All,NA,North Lanarkshire
S12000013,2016,2016,NA,Percent,Percent Of Adults,25.6,Yes,All,All,All,All,16-64 years,NA,Na h-Eileanan Siar
S12000039,2016,2016,NA,Percent,Percent Of Adults,26.7,Yes,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,26.7,Yes,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000035,2016,2016,NA,Percent,Percent Of Adults,20.3,Yes,All,All,All,All,16-64 years,NA,Argyll and Bute
S12000019,2016,2016,NA,Percent,Percent Of Adults,19.3,Yes,All,All,All,All,16-64 years,NA,Midlothian
S12000038,2016,2016,NA,Percent,Percent Of Adults,23.2,Yes,All,All,All,All,35-64 years,NA,Renfrewshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,23.2,Yes,All,All,All,All,35-64 years,NA,Renfrewshire
S12000033,2016,2016,NA,Percent,Percent Of Adults,22.5,Yes,All,All,All,All,35-64 years,NA,Aberdeen City
S12000023,2016,2016,NA,Percent,Percent Of Adults,13.1,Yes,All,All,All,All,35-64 years,NA,Orkney Islands
S12000028,2016,2016,NA,Percent,Percent Of Adults,16,Yes,All,All,All,All,35-64 years,NA,South Ayrshire
S12000036,2016,2016,NA,Percent,Percent Of Adults,20.4,Yes,All,All,All,All,35-64 years,NA,City of Edinburgh
S12000021,2016,2016,NA,Percent,Percent Of Adults,33.1,Yes,All,All,All,All,35-64 years,NA,North Ayrshire
S12000048,2016,2016,NA,Percent,Percent Of Adults,19.4,Yes,All,All,All,All,35-64 years,NA,Perth and Kinross
S12000014,2016,2016,NA,Percent,Percent Of Adults,17.9,Yes,All,All,All,All,35-64 years,NA,Falkirk
S12000005,2016,2016,NA,Percent,Percent Of Adults,20.2,Yes,All,All,All,All,35-64 years,NA,Clackmannanshire
S12000048,2016,2016,NA,Percent,Percent Of Adults,17.5,Yes,All,All,All,All,All,NA,Perth and Kinross
S12000035,2016,2016,NA,Percent,Percent Of Adults,19.2,Yes,All,All,All,All,35-64 years,NA,Argyll and Bute
S12000029,2016,2016,NA,Percent,Percent Of Adults,20.4,Yes,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,20.4,Yes,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000042,2016,2016,NA,Percent,Percent Of Adults,32.5,Yes,All,All,All,All,35-64 years,NA,Dundee City
S12000042,2016,2016,NA,Percent,Percent Of Adults,32.5,Yes,All,All,All,All,35-64 years,NA,Dundee City
S12000028,2016,2016,NA,Percent,Percent Of Adults,9,Yes,All,All,All,All,65 years and over,NA,South Ayrshire
S12000021,2016,2016,NA,Percent,Percent Of Adults,34.6,Yes,All,All,All,All,16-34 years,NA,North Ayrshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,8.2,Yes,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,8.2,Yes,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000041,2016,2016,NA,Percent,Percent Of Adults,19.2,Yes,All,All,All,All,35-64 years,NA,Angus
S12000041,2016,2016,NA,Percent,Percent Of Adults,19.2,Yes,All,All,All,All,35-64 years,NA,Angus
S12000013,2016,2016,NA,Percent,Percent Of Adults,26.1,Yes,All,All,All,All,35-64 years,NA,Na h-Eileanan Siar
S12000045,2016,2016,NA,Percent,Percent Of Adults,21.9,Yes,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,21.9,Yes,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000026,2016,2016,NA,Percent,Percent Of Adults,16.8,Yes,All,All,All,All,All,NA,Scottish Borders
S12000010,2016,2016,NA,Percent,Percent Of Adults,24,Yes,All,All,All,All,16-64 years,NA,East Lothian
S12000013,2016,2016,NA,Percent,Percent Of Adults,19.7,Yes,All,All,All,All,All,NA,Na h-Eileanan Siar
S12000039,2016,2016,NA,Percent,Percent Of Adults,24,Yes,All,All,All,All,16-64 years,NA,West Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,24,Yes,All,All,All,All,16-64 years,NA,West Dunbartonshire
S12000018,2016,2016,NA,Percent,Percent Of Adults,16.6,Yes,All,All,All,All,65 years and over,NA,Inverclyde
S12000018,2016,2016,NA,Percent,Percent Of Adults,16.6,Yes,All,All,All,All,65 years and over,NA,Inverclyde
S12000013,2016,2016,NA,Percent,Percent Of Adults,5.6,Yes,All,All,All,All,65 years and over,NA,Na h-Eileanan Siar
S12000021,2016,2016,NA,Percent,Percent Of Adults,8,Yes,All,All,All,All,65 years and over,NA,North Ayrshire
S12000047,2016,2016,NA,Percent,Percent Of Adults,11.2,Yes,All,All,All,All,65 years and over,NA,Fife
S12000029,2016,2016,NA,Percent,Percent Of Adults,10.4,Yes,All,All,All,All,65 years and over,NA,South Lanarkshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,10.4,Yes,All,All,All,All,65 years and over,NA,South Lanarkshire
S12000018,2016,2016,NA,Percent,Percent Of Adults,18.2,Yes,All,All,All,All,16-34 years,NA,Inverclyde
S12000018,2016,2016,NA,Percent,Percent Of Adults,18.2,Yes,All,All,All,All,16-34 years,NA,Inverclyde
S12000041,2016,2016,NA,Percent,Percent Of Adults,17.4,Yes,All,All,All,All,16-34 years,NA,Angus
S12000041,2016,2016,NA,Percent,Percent Of Adults,17.4,Yes,All,All,All,All,16-34 years,NA,Angus
S12000019,2016,2016,NA,Percent,Percent Of Adults,10.5,Yes,All,All,All,All,16-34 years,NA,Midlothian
S12000020,2016,2016,NA,Percent,Percent Of Adults,36.7,Yes,All,All,All,All,16-34 years,NA,Moray
S12000026,2016,2016,NA,Percent,Percent Of Adults,15.9,Yes,All,All,All,All,16-34 years,NA,Scottish Borders
S12000013,2016,2016,NA,Percent,Percent Of Adults,24.3,Yes,All,All,All,All,16-34 years,NA,Na h-Eileanan Siar
S12000014,2016,2016,NA,Percent,Percent Of Adults,22.6,Yes,All,All,All,All,16-34 years,NA,Falkirk
S12000027,2016,2016,NA,Percent,Percent Of Adults,30.8,Yes,All,All,All,All,16-34 years,NA,Shetland Islands
S12000049,2016,2016,NA,Percent,Percent Of Adults,23.7,Yes,All,All,All,All,16-64 years,NA,Glasgow City
S12000006,2016,2016,NA,Percent,Percent Of Adults,28.3,Yes,All,All,All,All,16-64 years,NA,Dumfries and Galloway
S12000005,2016,2016,NA,Percent,Percent Of Adults,24,Yes,All,All,All,All,16-64 years,NA,Clackmannanshire
S12000027,2016,2016,NA,Percent,Percent Of Adults,19.2,Yes,All,All,All,All,All,NA,Shetland Islands
S12000034,2016,2016,NA,Percent,Percent Of Adults,20.6,Yes,All,All,All,All,16-64 years,NA,Aberdeenshire
S12000017,2016,2016,NA,Percent,Percent Of Adults,18.3,Yes,All,All,All,All,16-64 years,NA,Highland
S12000010,2016,2016,NA,Percent,Percent Of Adults,21.6,Yes,All,All,All,All,35-64 years,NA,East Lothian
S12000020,2016,2016,NA,Percent,Percent Of Adults,23.3,Yes,All,All,All,All,All,NA,Moray
S12000049,2016,2016,NA,Percent,Percent Of Adults,23.1,Yes,All,All,All,All,All,NA,Glasgow City
S12000030,2016,2016,NA,Percent,Percent Of Adults,13.8,Yes,All,All,Male,All,All,NA,Stirling
S12000017,2016,2016,NA,Percent,Percent Of Adults,19.8,Yes,All,All,Male,All,All,NA,Highland
S12000035,2016,2016,NA,Percent,Percent Of Adults,20,Yes,All,All,Male,All,All,NA,Argyll and Bute
S12000019,2016,2016,NA,Percent,Percent Of Adults,13.2,Yes,All,All,Male,All,All,NA,Midlothian
S12000020,2016,2016,NA,Percent,Percent Of Adults,26.8,Yes,All,All,Male,All,All,NA,Moray
S12000028,2016,2016,NA,Percent,Percent Of Adults,17.7,Yes,All,All,Male,All,All,NA,South Ayrshire
S12000048,2016,2016,NA,Percent,Percent Of Adults,16.2,Yes,All,All,Male,All,All,NA,Perth and Kinross
S12000023,2016,2016,NA,Percent,Percent Of Adults,12.5,Yes,All,All,Male,All,All,NA,Orkney Islands
S12000027,2016,2016,NA,Percent,Percent Of Adults,23.8,Yes,All,All,Male,All,All,NA,Shetland Islands
S12000050,2016,2016,NA,Percent,Percent Of Adults,74.6,No,All,All,Male,All,All,NA,North Lanarkshire
S12000014,2016,2016,NA,Percent,Percent Of Adults,81.4,No,All,All,Male,All,All,NA,Falkirk
S12000006,2016,2016,NA,Percent,Percent Of Adults,74,No,All,All,Male,All,All,NA,Dumfries and Galloway
S12000017,2016,2016,NA,Percent,Percent Of Adults,80.3,No,All,All,Male,All,All,NA,Highland
S12000020,2016,2016,NA,Percent,Percent Of Adults,73.2,No,All,All,Male,All,All,NA,Moray
S12000028,2016,2016,NA,Percent,Percent Of Adults,83.7,No,All,All,Female,All,All,NA,South Ayrshire
S12000030,2016,2016,NA,Percent,Percent Of Adults,83.7,No,All,All,Female,All,All,NA,Stirling
S12000045,2016,2016,NA,Percent,Percent Of Adults,86.3,No,All,All,Female,All,All,NA,East Dunbartonshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,86.3,No,All,All,Female,All,All,NA,East Dunbartonshire
S12000027,2016,2016,NA,Percent,Percent Of Adults,85.6,No,All,All,Female,All,All,NA,Shetland Islands
S12000010,2016,2016,NA,Percent,Percent Of Adults,78.4,No,All,All,Male,All,All,NA,East Lothian
S12000018,2016,2016,NA,Percent,Percent Of Adults,77.6,No,All,All,Male,All,All,NA,Inverclyde
S12000018,2016,2016,NA,Percent,Percent Of Adults,77.6,No,All,All,Male,All,All,NA,Inverclyde
S12000028,2016,2016,NA,Percent,Percent Of Adults,82.3,No,All,All,Male,All,All,NA,South Ayrshire
S12000026,2016,2016,NA,Percent,Percent Of Adults,87.7,No,All,All,Male,All,All,NA,Scottish Borders
S12000048,2016,2016,NA,Percent,Percent Of Adults,83.8,No,All,All,Male,All,All,NA,Perth and Kinross
S12000047,2016,2016,NA,Percent,Percent Of Adults,77.8,No,All,All,Male,All,All,NA,Fife
S12000023,2016,2016,NA,Percent,Percent Of Adults,87.5,No,All,All,Male,All,All,NA,Orkney Islands
S12000005,2016,2016,NA,Percent,Percent Of Adults,80.6,No,All,All,Male,All,All,NA,Clackmannanshire
S12000041,2016,2016,NA,Percent,Percent Of Adults,79.6,No,All,All,Male,All,All,NA,Angus
S12000041,2016,2016,NA,Percent,Percent Of Adults,79.6,No,All,All,Male,All,All,NA,Angus
S12000021,2016,2016,NA,Percent,Percent Of Adults,71.8,No,All,All,Male,All,All,NA,North Ayrshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,79,No,All,All,Male,All,All,NA,Renfrewshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,79,No,All,All,Male,All,All,NA,Renfrewshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,78.7,No,All,All,Male,All,All,NA,South Lanarkshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,78.7,No,All,All,Male,All,All,NA,South Lanarkshire
S12000033,2016,2016,NA,Percent,Percent Of Adults,80.3,No,All,All,Male,All,All,NA,Aberdeen City
S12000019,2016,2016,NA,Percent,Percent Of Adults,85.2,No,All,All,Male,All,All,NA,Midlothian
S12000049,2016,2016,NA,Percent,Percent Of Adults,73.3,No,All,All,Male,All,All,NA,Glasgow City
S12000039,2016,2016,NA,Percent,Percent Of Adults,75.6,No,All,All,Male,All,All,NA,West Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,75.6,No,All,All,Male,All,All,NA,West Dunbartonshire
S12000030,2016,2016,NA,Percent,Percent Of Adults,86.2,No,All,All,Male,All,All,NA,Stirling
S12000034,2016,2016,NA,Percent,Percent Of Adults,78.9,No,All,All,Male,All,All,NA,Aberdeenshire
S12000049,2016,2016,NA,Percent,Percent Of Adults,26.5,Yes,All,All,Male,All,All,NA,Glasgow City
S12000040,2016,2016,NA,Percent,Percent Of Adults,77.6,No,All,All,Male,All,All,NA,West Lothian
S12000033,2016,2016,NA,Percent,Percent Of Adults,19.7,Yes,All,All,Male,All,All,NA,Aberdeen City
S12000041,2016,2016,NA,Percent,Percent Of Adults,20.5,Yes,All,All,Male,All,All,NA,Angus
S12000041,2016,2016,NA,Percent,Percent Of Adults,20.5,Yes,All,All,Male,All,All,NA,Angus
S12000050,2016,2016,NA,Percent,Percent Of Adults,24.4,Yes,All,All,Male,All,All,NA,North Lanarkshire
S12000013,2016,2016,NA,Percent,Percent Of Adults,74.9,No,All,All,Male,All,All,NA,Na h-Eileanan Siar
S12000011,2016,2016,NA,Percent,Percent Of Adults,91.1,No,All,All,Male,All,All,NA,East Renfrewshire
S12000011,2016,2016,NA,Percent,Percent Of Adults,91.1,No,All,All,Male,All,All,NA,East Renfrewshire
S12000027,2016,2016,NA,Percent,Percent Of Adults,75.7,No,All,All,Male,All,All,NA,Shetland Islands
S12000045,2016,2016,NA,Percent,Percent Of Adults,82.2,No,All,All,Male,All,All,NA,East Dunbartonshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,82.2,No,All,All,Male,All,All,NA,East Dunbartonshire
S12000008,2016,2016,NA,Percent,Percent Of Adults,77.6,No,All,All,Male,All,All,NA,East Ayrshire
S12000036,2016,2016,NA,Percent,Percent Of Adults,79.7,No,All,All,Male,All,All,NA,City of Edinburgh
S12000035,2016,2016,NA,Percent,Percent Of Adults,80,No,All,All,Male,All,All,NA,Argyll and Bute
S12000042,2016,2016,NA,Percent,Percent Of Adults,73.3,No,All,All,Male,All,All,NA,Dundee City
S12000042,2016,2016,NA,Percent,Percent Of Adults,73.3,No,All,All,Male,All,All,NA,Dundee City
S12000036,2016,2016,NA,Percent,Percent Of Adults,20.2,Yes,All,All,Male,All,All,NA,City of Edinburgh
S12000018,2016,2016,NA,Percent,Percent Of Adults,22.4,Yes,All,All,Male,All,All,NA,Inverclyde
S12000018,2016,2016,NA,Percent,Percent Of Adults,22.4,Yes,All,All,Male,All,All,NA,Inverclyde
S12000039,2016,2016,NA,Percent,Percent Of Adults,24.4,Yes,All,All,Male,All,All,NA,West Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,24.4,Yes,All,All,Male,All,All,NA,West Dunbartonshire
S12000026,2016,2016,NA,Percent,Percent Of Adults,12.3,Yes,All,All,Male,All,All,NA,Scottish Borders
S12000038,2016,2016,NA,Percent,Percent Of Adults,20.4,Yes,All,All,Male,All,All,NA,Renfrewshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,20.4,Yes,All,All,Male,All,All,NA,Renfrewshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,21.1,Yes,All,All,Male,All,All,NA,South Lanarkshire
