feature_code,date_code,measurement,units,value,sex,age,simd_quintiles,urban_rural_classification
S16000085,2014-2016,95% Lower Confidence Limit,Years,75.81,Male,0 years,All,All
S16000085,2014-2016,95% Upper Confidence Limit,Years,77.4,Male,0 years,All,All
S16000086,2014-2016,Count,Years,77.71,Male,0 years,All,All
S16000086,2014-2016,95% Lower Confidence Limit,Years,76.88,Male,0 years,All,All
S16000086,2014-2016,95% Upper Confidence Limit,Years,78.53,Male,0 years,All,All
S16000086,2014-2016,95% Upper Confidence Limit,Years,83.3,Female,0 years,All,All
S16000086,2014-2016,Count,Years,82.57,Female,0 years,All,All
S16000086,2014-2016,95% Lower Confidence Limit,Years,81.83,Female,0 years,All,All
S16000087,2014-2016,95% Upper Confidence Limit,Years,80.35,Female,0 years,All,All
S16000087,2014-2016,Count,Years,79.66,Female,0 years,All,All
S16000087,2014-2016,95% Lower Confidence Limit,Years,78.98,Female,0 years,All,All
S16000087,2014-2016,95% Upper Confidence Limit,Years,78,Male,0 years,All,All
S16000087,2014-2016,95% Lower Confidence Limit,Years,76.46,Male,0 years,All,All
S16000087,2014-2016,Count,Years,77.23,Male,0 years,All,All
S16000088,2014-2016,95% Upper Confidence Limit,Years,78.43,Male,0 years,All,All
S16000088,2014-2016,Count,Years,81.14,Female,0 years,All,All
S16000088,2014-2016,Count,Years,77.56,Male,0 years,All,All
S16000088,2014-2016,95% Lower Confidence Limit,Years,76.7,Male,0 years,All,All
S16000088,2014-2016,95% Lower Confidence Limit,Years,80.37,Female,0 years,All,All
S16000088,2014-2016,95% Upper Confidence Limit,Years,81.91,Female,0 years,All,All
S16000089,2014-2016,95% Upper Confidence Limit,Years,81.4,Female,0 years,All,All
S16000089,2014-2016,Count,Years,80.63,Female,0 years,All,All
S16000089,2014-2016,95% Lower Confidence Limit,Years,79.85,Female,0 years,All,All
S16000089,2014-2016,95% Lower Confidence Limit,Years,76.56,Male,0 years,All,All
S16000089,2014-2016,95% Upper Confidence Limit,Years,78.23,Male,0 years,All,All
S16000089,2014-2016,Count,Years,77.4,Male,0 years,All,All
S16000090,2014-2016,95% Lower Confidence Limit,Years,79.99,Female,0 years,All,All
S16000090,2014-2016,Count,Years,78.38,Male,0 years,All,All
S16000090,2014-2016,95% Upper Confidence Limit,Years,79.15,Male,0 years,All,All
S16000090,2014-2016,95% Lower Confidence Limit,Years,77.6,Male,0 years,All,All
S16000090,2014-2016,Count,Years,80.74,Female,0 years,All,All
S16000090,2014-2016,95% Upper Confidence Limit,Years,81.49,Female,0 years,All,All
S16000091,2014-2016,Count,Years,79.47,Female,0 years,All,All
S16000091,2014-2016,95% Upper Confidence Limit,Years,80.22,Female,0 years,All,All
S16000091,2014-2016,95% Lower Confidence Limit,Years,78.72,Female,0 years,All,All
S16000091,2014-2016,Count,Years,76.11,Male,0 years,All,All
S16000091,2014-2016,95% Lower Confidence Limit,Years,75.29,Male,0 years,All,All
S16000091,2014-2016,95% Upper Confidence Limit,Years,76.93,Male,0 years,All,All
S16000092,2014-2016,95% Upper Confidence Limit,Years,81.05,Female,0 years,All,All
S16000092,2014-2016,Count,Years,78.16,Male,0 years,All,All
S16000092,2014-2016,95% Lower Confidence Limit,Years,77.36,Male,0 years,All,All
S16000092,2014-2016,Count,Years,80.26,Female,0 years,All,All
S16000092,2014-2016,95% Lower Confidence Limit,Years,79.47,Female,0 years,All,All
S16000092,2014-2016,95% Upper Confidence Limit,Years,78.95,Male,0 years,All,All
S16000093,2014-2016,95% Upper Confidence Limit,Years,76.98,Male,0 years,All,All
S16000093,2014-2016,95% Lower Confidence Limit,Years,80.34,Female,0 years,All,All
S16000093,2014-2016,95% Upper Confidence Limit,Years,81.88,Female,0 years,All,All
S16000093,2014-2016,Count,Years,81.11,Female,0 years,All,All
S16000093,2014-2016,95% Lower Confidence Limit,Years,75.21,Male,0 years,All,All
S16000093,2014-2016,Count,Years,76.1,Male,0 years,All,All
S16000094,2014-2016,95% Upper Confidence Limit,Years,77.7,Male,0 years,All,All
S16000094,2014-2016,Count,Years,76.84,Male,0 years,All,All
S16000094,2014-2016,95% Lower Confidence Limit,Years,75.99,Male,0 years,All,All
S16000094,2014-2016,95% Lower Confidence Limit,Years,80.15,Female,0 years,All,All
S16000094,2014-2016,95% Upper Confidence Limit,Years,81.7,Female,0 years,All,All
S16000094,2014-2016,Count,Years,80.92,Female,0 years,All,All
S16000095,2014-2016,95% Lower Confidence Limit,Years,74.01,Male,0 years,All,All
S16000095,2014-2016,95% Upper Confidence Limit,Years,75.78,Male,0 years,All,All
S16000095,2014-2016,Count,Years,74.9,Male,0 years,All,All
S16000095,2014-2016,Count,Years,79.52,Female,0 years,All,All
S16000095,2014-2016,95% Upper Confidence Limit,Years,80.34,Female,0 years,All,All
S16000095,2014-2016,95% Lower Confidence Limit,Years,78.7,Female,0 years,All,All
S16000096,2014-2016,95% Upper Confidence Limit,Years,77.38,Male,0 years,All,All
S16000096,2014-2016,Count,Years,76.52,Male,0 years,All,All
S16000096,2014-2016,Count,Years,80.43,Female,0 years,All,All
S16000096,2014-2016,95% Upper Confidence Limit,Years,81.2,Female,0 years,All,All
S16000096,2014-2016,95% Lower Confidence Limit,Years,75.67,Male,0 years,All,All
S16000096,2014-2016,95% Lower Confidence Limit,Years,79.66,Female,0 years,All,All
S16000097,2014-2016,95% Upper Confidence Limit,Years,79.08,Male,0 years,All,All
S16000097,2014-2016,95% Lower Confidence Limit,Years,77.39,Male,0 years,All,All
S16000097,2014-2016,Count,Years,78.24,Male,0 years,All,All
S16000097,2014-2016,Count,Years,81.72,Female,0 years,All,All
S16000097,2014-2016,95% Upper Confidence Limit,Years,82.48,Female,0 years,All,All
S16000097,2014-2016,95% Lower Confidence Limit,Years,80.95,Female,0 years,All,All
S16000098,2014-2016,95% Lower Confidence Limit,Years,74.38,Male,0 years,All,All
S16000098,2014-2016,Count,Years,80.24,Female,0 years,All,All
S16000098,2014-2016,95% Upper Confidence Limit,Years,81.02,Female,0 years,All,All
S16000098,2014-2016,95% Lower Confidence Limit,Years,79.46,Female,0 years,All,All
S16000098,2014-2016,95% Upper Confidence Limit,Years,76.12,Male,0 years,All,All
S16000098,2014-2016,Count,Years,75.25,Male,0 years,All,All
S16000099,2014-2016,95% Lower Confidence Limit,Years,72.85,Male,0 years,All,All
S16000099,2014-2016,95% Upper Confidence Limit,Years,74.69,Male,0 years,All,All
S16000099,2014-2016,Count,Years,73.77,Male,0 years,All,All
S16000099,2014-2016,95% Upper Confidence Limit,Years,79.43,Female,0 years,All,All
S16000099,2014-2016,Count,Years,78.5,Female,0 years,All,All
S16000099,2014-2016,95% Lower Confidence Limit,Years,77.57,Female,0 years,All,All
S16000100,2014-2016,95% Upper Confidence Limit,Years,82.61,Female,0 years,All,All
S16000100,2014-2016,Count,Years,81.82,Female,0 years,All,All
S16000100,2014-2016,95% Lower Confidence Limit,Years,81.04,Female,0 years,All,All
S16000100,2014-2016,95% Lower Confidence Limit,Years,77.23,Male,0 years,All,All
S16000100,2014-2016,Count,Years,78.03,Male,0 years,All,All
S16000100,2014-2016,95% Upper Confidence Limit,Years,78.82,Male,0 years,All,All
S16000101,2014-2016,Count,Years,77.6,Male,0 years,All,All
S16000101,2014-2016,95% Upper Confidence Limit,Years,78.38,Male,0 years,All,All
S16000101,2014-2016,95% Lower Confidence Limit,Years,76.82,Male,0 years,All,All
S16000101,2014-2016,95% Upper Confidence Limit,Years,81.68,Female,0 years,All,All
S16000101,2014-2016,95% Lower Confidence Limit,Years,80.19,Female,0 years,All,All
S16000101,2014-2016,Count,Years,80.94,Female,0 years,All,All
S16000102,2014-2016,Count,Years,78.42,Male,0 years,All,All
S16000102,2014-2016,95% Upper Confidence Limit,Years,79.26,Male,0 years,All,All
S16000102,2014-2016,95% Lower Confidence Limit,Years,77.58,Male,0 years,All,All
S16000102,2014-2016,95% Lower Confidence Limit,Years,82.09,Female,0 years,All,All
S16000102,2014-2016,Count,Years,82.78,Female,0 years,All,All
S16000102,2014-2016,95% Upper Confidence Limit,Years,83.47,Female,0 years,All,All
S16000103,2014-2016,95% Lower Confidence Limit,Years,83.82,Female,0 years,All,All
S16000103,2014-2016,Count,Years,84.55,Female,0 years,All,All
S16000103,2014-2016,95% Upper Confidence Limit,Years,85.28,Female,0 years,All,All
S16000103,2014-2016,95% Lower Confidence Limit,Years,80.69,Male,0 years,All,All
S16000103,2014-2016,Count,Years,81.46,Male,0 years,All,All
S16000103,2014-2016,95% Upper Confidence Limit,Years,82.23,Male,0 years,All,All
S16000104,2014-2016,95% Upper Confidence Limit,Years,79.56,Male,0 years,All,All
S16000104,2014-2016,95% Lower Confidence Limit,Years,82.15,Female,0 years,All,All
S16000104,2014-2016,95% Upper Confidence Limit,Years,83.96,Female,0 years,All,All
S16000104,2014-2016,95% Lower Confidence Limit,Years,77.74,Male,0 years,All,All
S16000104,2014-2016,Count,Years,78.65,Male,0 years,All,All
S16000104,2014-2016,Count,Years,83.06,Female,0 years,All,All
S16000105,2014-2016,95% Lower Confidence Limit,Years,74.24,Male,0 years,All,All
S16000105,2014-2016,Count,Years,75.06,Male,0 years,All,All
S16000105,2014-2016,Count,Years,80.4,Female,0 years,All,All
S16000105,2014-2016,95% Upper Confidence Limit,Years,81.12,Female,0 years,All,All
S16000105,2014-2016,95% Lower Confidence Limit,Years,79.67,Female,0 years,All,All
S16000105,2014-2016,95% Upper Confidence Limit,Years,75.87,Male,0 years,All,All
S16000106,2014-2016,95% Lower Confidence Limit,Years,75.48,Male,0 years,All,All
S16000106,2014-2016,Count,Years,76.27,Male,0 years,All,All
S16000106,2014-2016,Count,Years,80.13,Female,0 years,All,All
S16000106,2014-2016,95% Upper Confidence Limit,Years,77.05,Male,0 years,All,All
S16000106,2014-2016,95% Lower Confidence Limit,Years,79.31,Female,0 years,All,All
S16000106,2014-2016,95% Upper Confidence Limit,Years,80.95,Female,0 years,All,All
S16000107,2014-2016,Count,Years,78.9,Male,0 years,All,All
S16000107,2014-2016,95% Lower Confidence Limit,Years,78.09,Male,0 years,All,All
S16000107,2014-2016,95% Upper Confidence Limit,Years,79.71,Male,0 years,All,All
S16000107,2014-2016,Count,Years,82.55,Female,0 years,All,All
S16000107,2014-2016,95% Lower Confidence Limit,Years,81.73,Female,0 years,All,All
S16000107,2014-2016,95% Upper Confidence Limit,Years,83.36,Female,0 years,All,All
S16000108,2014-2016,Count,Years,80.2,Male,0 years,All,All
S16000108,2014-2016,95% Lower Confidence Limit,Years,79.47,Male,0 years,All,All
S16000108,2014-2016,95% Upper Confidence Limit,Years,80.93,Male,0 years,All,All
S16000108,2014-2016,95% Lower Confidence Limit,Years,82.39,Female,0 years,All,All
S16000108,2014-2016,Count,Years,83.06,Female,0 years,All,All
S16000108,2014-2016,95% Upper Confidence Limit,Years,83.73,Female,0 years,All,All
S16000109,2014-2016,95% Lower Confidence Limit,Years,82.75,Female,0 years,All,All
S16000109,2014-2016,95% Upper Confidence Limit,Years,84.16,Female,0 years,All,All
S16000109,2014-2016,Count,Years,83.46,Female,0 years,All,All
S16000109,2014-2016,Count,Years,79.42,Male,0 years,All,All
S16000109,2014-2016,95% Lower Confidence Limit,Years,78.63,Male,0 years,All,All
S16000109,2014-2016,95% Upper Confidence Limit,Years,80.21,Male,0 years,All,All
S16000110,2014-2016,Count,Years,76.64,Male,0 years,All,All
S16000110,2014-2016,95% Upper Confidence Limit,Years,77.97,Male,0 years,All,All
S16000110,2014-2016,95% Lower Confidence Limit,Years,81.23,Female,0 years,All,All
S16000110,2014-2016,95% Upper Confidence Limit,Years,83.65,Female,0 years,All,All
S16000110,2014-2016,Count,Years,82.44,Female,0 years,All,All
S16000110,2014-2016,95% Lower Confidence Limit,Years,75.3,Male,0 years,All,All
S16000111,2014-2016,Count,Years,78.38,Male,0 years,All,All
S16000111,2014-2016,95% Upper Confidence Limit,Years,82.86,Female,0 years,All,All
S16000111,2014-2016,95% Lower Confidence Limit,Years,81.37,Female,0 years,All,All
S16000111,2014-2016,Count,Years,82.12,Female,0 years,All,All
S16000111,2014-2016,95% Upper Confidence Limit,Years,79.17,Male,0 years,All,All
S16000111,2014-2016,95% Lower Confidence Limit,Years,77.58,Male,0 years,All,All
S16000112,2014-2016,95% Lower Confidence Limit,Years,80.39,Female,0 years,All,All
S16000112,2014-2016,Count,Years,81.1,Female,0 years,All,All
S16000112,2014-2016,95% Upper Confidence Limit,Years,81.81,Female,0 years,All,All
S16000112,2014-2016,95% Upper Confidence Limit,Years,79.26,Male,0 years,All,All
S16000112,2014-2016,Count,Years,78.5,Male,0 years,All,All
S16000112,2014-2016,95% Lower Confidence Limit,Years,77.74,Male,0 years,All,All
S16000113,2014-2016,95% Lower Confidence Limit,Years,78.86,Female,0 years,All,All
S16000113,2014-2016,95% Upper Confidence Limit,Years,80.45,Female,0 years,All,All
S16000113,2014-2016,Count,Years,79.66,Female,0 years,All,All
S16000113,2014-2016,95% Lower Confidence Limit,Years,75.31,Male,0 years,All,All
S16000113,2014-2016,95% Upper Confidence Limit,Years,76.93,Male,0 years,All,All
S16000113,2014-2016,Count,Years,76.12,Male,0 years,All,All
S16000114,2014-2016,95% Upper Confidence Limit,Years,78.24,Male,0 years,All,All
S16000114,2014-2016,Count,Years,77.42,Male,0 years,All,All
S16000114,2014-2016,95% Lower Confidence Limit,Years,76.6,Male,0 years,All,All
S16000114,2014-2016,Count,Years,81.44,Female,0 years,All,All
S16000114,2014-2016,95% Lower Confidence Limit,Years,80.68,Female,0 years,All,All
S16000114,2014-2016,95% Upper Confidence Limit,Years,82.2,Female,0 years,All,All
S16000115,2014-2016,Count,Years,73.85,Male,0 years,All,All
S16000115,2014-2016,95% Upper Confidence Limit,Years,74.62,Male,0 years,All,All
S16000115,2014-2016,95% Lower Confidence Limit,Years,73.07,Male,0 years,All,All
S16000115,2014-2016,95% Lower Confidence Limit,Years,78.53,Female,0 years,All,All
S16000115,2014-2016,95% Upper Confidence Limit,Years,80.11,Female,0 years,All,All
S16000115,2014-2016,Count,Years,79.32,Female,0 years,All,All
S16000116,2014-2016,95% Upper Confidence Limit,Years,75.78,Male,0 years,All,All
S16000116,2014-2016,95% Lower Confidence Limit,Years,74.16,Male,0 years,All,All
S16000116,2014-2016,95% Upper Confidence Limit,Years,81.67,Female,0 years,All,All
S16000116,2014-2016,Count,Years,74.97,Male,0 years,All,All
S16000116,2014-2016,Count,Years,80.85,Female,0 years,All,All
S16000116,2014-2016,95% Lower Confidence Limit,Years,80.03,Female,0 years,All,All
S16000117,2014-2016,95% Lower Confidence Limit,Years,78.37,Female,0 years,All,All
S16000117,2014-2016,95% Upper Confidence Limit,Years,80.39,Female,0 years,All,All
S16000117,2014-2016,Count,Years,79.38,Female,0 years,All,All
S16000117,2014-2016,95% Lower Confidence Limit,Years,73.37,Male,0 years,All,All
S16000117,2014-2016,95% Upper Confidence Limit,Years,75.37,Male,0 years,All,All
S16000117,2014-2016,Count,Years,74.37,Male,0 years,All,All
S16000118,2014-2016,Count,Years,72.11,Male,0 years,All,All
S16000118,2014-2016,95% Upper Confidence Limit,Years,72.91,Male,0 years,All,All
S16000118,2014-2016,95% Lower Confidence Limit,Years,71.3,Male,0 years,All,All
S16000118,2014-2016,95% Lower Confidence Limit,Years,77.06,Female,0 years,All,All
S16000118,2014-2016,95% Upper Confidence Limit,Years,78.51,Female,0 years,All,All
S16000118,2014-2016,Count,Years,77.79,Female,0 years,All,All
S16000119,2014-2016,95% Upper Confidence Limit,Years,73.87,Male,0 years,All,All
S16000119,2014-2016,95% Lower Confidence Limit,Years,72.28,Male,0 years,All,All
S16000119,2014-2016,95% Lower Confidence Limit,Years,76.59,Female,0 years,All,All
S16000119,2014-2016,95% Upper Confidence Limit,Years,78.12,Female,0 years,All,All
S16000119,2014-2016,Count,Years,77.35,Female,0 years,All,All
S16000119,2014-2016,Count,Years,73.08,Male,0 years,All,All
S16000121,2014-2016,95% Lower Confidence Limit,Years,77.67,Female,0 years,All,All
S16000121,2014-2016,95% Lower Confidence Limit,Years,71.96,Male,0 years,All,All
S16000121,2014-2016,Count,Years,72.74,Male,0 years,All,All
S16000121,2014-2016,95% Upper Confidence Limit,Years,79.19,Female,0 years,All,All
S16000121,2014-2016,95% Upper Confidence Limit,Years,73.52,Male,0 years,All,All
S16000121,2014-2016,Count,Years,78.43,Female,0 years,All,All
S16000122,2014-2016,95% Upper Confidence Limit,Years,80.15,Female,0 years,All,All
S16000122,2014-2016,Count,Years,79.29,Female,0 years,All,All
S16000122,2014-2016,95% Lower Confidence Limit,Years,78.44,Female,0 years,All,All
S16000122,2014-2016,95% Upper Confidence Limit,Years,74.51,Male,0 years,All,All
S16000122,2014-2016,95% Lower Confidence Limit,Years,72.73,Male,0 years,All,All
S16000122,2014-2016,Count,Years,73.62,Male,0 years,All,All
S16000123,2014-2016,Count,Years,79.32,Female,0 years,All,All
S16000123,2014-2016,95% Lower Confidence Limit,Years,78.58,Female,0 years,All,All
S16000123,2014-2016,95% Upper Confidence Limit,Years,76.06,Male,0 years,All,All
S16000123,2014-2016,95% Lower Confidence Limit,Years,74.47,Male,0 years,All,All
S16000123,2014-2016,Count,Years,75.26,Male,0 years,All,All
S16000123,2014-2016,95% Upper Confidence Limit,Years,80.06,Female,0 years,All,All
S16000124,2014-2016,95% Upper Confidence Limit,Years,76.43,Male,0 years,All,All
S16000124,2014-2016,Count,Years,75.56,Male,0 years,All,All
S16000124,2014-2016,95% Lower Confidence Limit,Years,74.69,Male,0 years,All,All
S16000124,2014-2016,95% Lower Confidence Limit,Years,79.37,Female,0 years,All,All
S16000124,2014-2016,95% Upper Confidence Limit,Years,80.79,Female,0 years,All,All
S16000124,2014-2016,Count,Years,80.08,Female,0 years,All,All
S16000125,2014-2016,95% Lower Confidence Limit,Years,81.29,Female,0 years,All,All
S16000125,2014-2016,95% Upper Confidence Limit,Years,78.48,Male,0 years,All,All
S16000125,2014-2016,Count,Years,77.69,Male,0 years,All,All
S16000125,2014-2016,95% Upper Confidence Limit,Years,82.72,Female,0 years,All,All
S16000125,2014-2016,95% Lower Confidence Limit,Years,76.9,Male,0 years,All,All
S16000125,2014-2016,Count,Years,82,Female,0 years,All,All
S16000126,2014-2016,95% Lower Confidence Limit,Years,75.78,Male,0 years,All,All
S16000126,2014-2016,95% Upper Confidence Limit,Years,77.37,Male,0 years,All,All
S16000126,2014-2016,Count,Years,76.57,Male,0 years,All,All
S16000126,2014-2016,95% Upper Confidence Limit,Years,80.83,Female,0 years,All,All
S16000126,2014-2016,95% Lower Confidence Limit,Years,79.48,Female,0 years,All,All
S16000126,2014-2016,Count,Years,80.16,Female,0 years,All,All
S16000127,2014-2016,95% Upper Confidence Limit,Years,75.99,Male,0 years,All,All
S16000127,2014-2016,95% Lower Confidence Limit,Years,74.26,Male,0 years,All,All
S16000127,2014-2016,Count,Years,75.12,Male,0 years,All,All
S16000127,2014-2016,95% Lower Confidence Limit,Years,78.41,Female,0 years,All,All
S16000127,2014-2016,Count,Years,79.22,Female,0 years,All,All
S16000127,2014-2016,95% Upper Confidence Limit,Years,80.02,Female,0 years,All,All
S16000128,2014-2016,95% Upper Confidence Limit,Years,81.26,Female,0 years,All,All
