FeatureCode,DateCode,Measurement,Units,Value,Currently Smokes Cigarettes,Type Of Tenure,Household Type,Gender,Limiting Long-term Physical or Mental Health Condition,Age
S08000028,2018,Percent,Percent Of Adults,80,No,All,With Children,All,All,All
S08000028,2017,Percent,Percent Of Adults,83.7,No,All,With Children,All,All,All
S08000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.8,No,All,All,All,All,All
S13002710,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.8,No,All,All,All,All,All
S92000003,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.2,No,All,All,All,All,All
S12000047,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.2,No,All,With Children,All,All,All
S12000050,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.4,No,All,With Children,All,All,All
S08000028,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.4,No,All,With Children,All,All,All
S12000014,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.1,No,All,With Children,All,All,All
S12000010,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.8,No,All,With Children,All,All,All
S12000030,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,91,No,All,With Children,All,All,All
S92000003,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.9,No,All,With Children,All,All,All
S08000032,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.5,No,All,With Children,All,All,All
S13002715,2014-2017,Percent,Percent Of Adults,80.3,No,All,All,All,All,All
S13002714,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.8,No,All,All,All,All,All
S08000016,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,92.8,No,All,With Children,All,All,All
S08000020,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,73,No,All,With Children,All,All,All
S12000027,2016,Percent,Percent Of Adults,89.6,No,All,With Children,All,All,All
S08000019,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.3,No,All,With Children,All,All,All
S12000049,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.9,Yes,All,With Children,All,All,All
S08000019,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.7,Yes,All,Adults,All,All,All
S12000038,2017,Percent,Percent Of Adults,14.7,Yes,All,With Children,All,All,All
S13002807,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.4,Yes,All,All,All,All,All
S12000050,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.3,Yes,All,All,All,All,All
S12000050,2015,Percent,Percent Of Adults,25.1,Yes,All,With Children,All,All,All
S12000023,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.7,Yes,All,Adults,All,All,All
S13002512,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,12,Yes,All,All,All,All,All
S12000027,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,26.8,Yes,All,With Children,All,All,All
S12000021,2018,Percent,Percent Of Adults,26.2,Yes,All,Adults,All,All,All
S08000024,2014,Percent,Percent Of Adults,17.3,Yes,All,With Children,All,All,All
S16000074,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.9,Yes,All,All,All,All,All
S13002581,2014-2017,Percent,Percent Of Adults,12.3,Yes,All,All,All,All,All
S13002576,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.9,Yes,All,All,All,All,All
S13002589,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,23,Yes,All,All,All,All,All
S08000025,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.4,Yes,All,With Children,All,All,All
S12000014,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,39.2,Yes,All,Adults,All,All,All
S13002762,2012-2015,Percent,Percent Of Adults,81.4,No,All,All,All,All,All
S13002612,2012-2015,Percent,Percent Of Adults,86.5,No,All,All,All,All,All
S13002559,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.4,No,All,All,All,All,All
S13002757,2014-2017,Percent,Percent Of Adults,79.5,No,All,All,All,All,All
S16000098,2012-2013,Percent,Percent Of Adults,74.8,No,All,All,All,All,All
S13002711,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.1,No,All,All,All,All,All
S13002778,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.2,No,All,All,All,All,All
S16000131,2012-2013,Percent,Percent Of Adults,78.6,No,All,All,All,All,All
S14000003,2012-2013,Percent,Percent Of Adults,71.4,No,All,All,All,All,All
S13002559,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.1,No,All,All,All,All,All
S13002757,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.4,No,All,All,All,All,All
S08000020,2013,Percent,Percent Of Adults,22.5,Yes,All,All,All,All,All
S08000032,2015,Percent,Percent Of Adults,22.6,Yes,All,With Children,All,All,All
S12000005,2012,Percent,Percent Of Adults,73.9,No,All,All,All,All,All
S13002723,2014-2017,Percent,Percent Of Adults,77.8,No,All,All,All,All,All
S12000048,2014-2015,Percent,Percent Of Adults,82.8,No,All,All,All,All,All
S14000030,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,74.4,No,All,All,All,All,All
S08000016,2017,Percent,Percent Of Adults,91.9,No,All,Pensioners,All,All,All
S08000025,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,92.9,No,All,Adults,All,All,All
S13002519,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.8,No,All,All,All,All,All
S12000020,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.2,No,All,Adults,All,All,All
S14000025,2012-2013,Percent,Percent Of Adults,77.7,No,All,All,All,All,All
S12000028,2012,Percent,Percent Of Adults,84.3,No,All,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.9,No,All,Adults,All,All,All
S13002668,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.2,No,All,All,All,All,All
S08000029,2012,Percent,Percent Of Adults,70.1,No,All,Adults,All,All,All
S12000021,2013,Percent,Percent Of Adults,72.6,No,All,All,All,All,All
S12000030,2015,Percent,Percent Of Adults,86.3,No,All,All,All,All,All
S13002751,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.8,No,All,All,All,All,All
S14000053,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,77.8,No,All,All,All,All,All
S12000047,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.4,No,All,Adults,All,All,All
S14000042,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,75.1,No,All,All,All,All,All
S08000028,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.7,No,All,Adults,All,All,All
S12000008,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.3,No,All,Adults,All,All,All
S12000039,2015,Percent,Percent Of Adults,69,No,All,Adults,All,All,All
S12000008,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.7,No,All,All,All,All,All
S12000028,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.8,No,All,Adults,All,All,All
S14000017,2012-2013,Percent,Percent Of Adults,75.4,No,All,All,All,All,All
S08000024,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.9,No,All,Adults,All,All,All
S13002698,2012-2015,Percent,Percent Of Adults,68.5,No,All,All,All,All,All
S08000029,2014,Percent,Percent Of Adults,76.6,No,All,Adults,All,All,All
S12000049,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,73.1,No,All,Adults,All,All,All
S12000042,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,90.5,No,All,Pensioners,All,All,All
S12000039,2013,Percent,Percent Of Adults,64.9,No,All,Adults,All,All,All
S12000005,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,70,No,All,Adults,All,All,All
S12000008,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.3,No,All,Adults,All,All,All
S12000039,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,55.8,No,All,Adults,All,All,All
S08000020,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,69.5,No,All,Adults,All,All,All
S08000029,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.4,No,All,Adults,All,All,All
S92000003,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,74,No,All,Adults,All,All,All
S14000026,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,76.6,No,All,All,All,All,All
S12000020,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.8,No,All,Adults,All,All,All
S13002489,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.6,No,All,All,All,All,All
S13002479,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,76.3,No,All,All,All,All,All
S13002531,2012-2015,Percent,Percent Of Adults,78.9,No,All,All,All,All,All
S12000033,2012,Percent,Percent Of Adults,78.1,No,All,All,All,All,All
S12000028,2017,Percent,Percent Of Adults,82.7,No,All,Adults,All,All,All
S12000041,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.9,No,All,Adults,All,All,All
S12000040,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,63.4,No,All,Adults,All,All,All
S12000023,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.8,No,All,Adults,All,All,All
S12000034,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.2,No,All,Adults,All,All,All
S13002491,2014-2017,Percent,Percent Of Adults,71.2,No,All,All,All,All,All
S12000039,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,60.5,No,All,All,All,All,All
S13002535,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.9,No,All,All,All,All,All
S12000026,2015,Percent,Percent Of Adults,82,No,All,All,All,All,All
S13002711,2012-2015,Percent,Percent Of Adults,79.7,No,All,All,All,All,All
S08000024,2012,Percent,Percent Of Adults,73.4,No,All,Adults,All,All,All
S13002738,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,93.9,No,All,All,All,All,All
S08000030,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.5,No,All,Adults,All,All,All
S12000030,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,89,No,All,Adults,All,All,All
S13002690,2012-2015,Percent,Percent Of Adults,73.6,No,All,All,All,All,All
S12000036,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,75.6,No,All,All,All,All,All
S12000021,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,62.3,No,All,Adults,All,All,All
S08000015,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,79,No,All,Adults,All,All,All
S13002688,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.8,No,All,All,All,All,All
S08000022,2017,Percent,Percent Of Adults,75.6,No,All,Adults,All,All,All
S08000015,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.4,No,All,Adults,All,All,All
S12000027,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.4,No,All,Adults,All,All,All
S12000026,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.1,No,All,Adults,All,All,All
S08000030,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,77.1,No,All,Adults,All,All,All
S14000024,2012-2013,Percent,Percent Of Adults,86,No,All,All,All,All,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.5,No,All,Adults,All,All,All
S12000006,2013,Percent,Percent Of Adults,78.9,No,All,Adults,All,All,All
S13002694,2012-2015,Percent,Percent Of Adults,74.4,No,All,All,All,All,All
S08000028,2014,Percent,Percent Of Adults,68.6,No,All,Adults,All,All,All
S13002535,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,88,No,All,All,All,All,All
S08000026,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,64.7,No,All,Adults,All,All,All
S13002793,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.7,No,All,All,All,All,All
S13002583,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,88.3,No,All,All,All,All,All
S12000033,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.1,No,All,Adults,All,All,All
S13002779,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,79.9,No,All,All,All,All,All
S13002776,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.4,No,All,All,All,All,All
S14000009,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,73,No,All,All,All,All,All
S08000024,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.8,No,All,With Children,All,All,All
S12000036,2016,Percent,Percent Of Adults,77.8,No,All,Adults,All,All,All
S13002524,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,63.2,No,All,All,All,All,All
S92000003,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,76.3,No,All,Adults,All,All,All
S12000027,2012,Percent,Percent Of Adults,80.4,No,All,All,All,All,All
S13002520,2014-2017,Percent,Percent Of Adults,84.8,No,All,All,All,All,All
S13002729,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.2,No,All,All,All,All,All
S92000003,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,76.4,No,All,Adults,All,All,All
S13002730,2014-2017,Percent,Percent Of Adults,71,No,All,All,All,All,All
S13002770,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,81.7,No,All,All,All,All,All
S13002781,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,74.6,No,All,All,All,All,All
S12000020,2016,Percent,Percent Of Adults,31.5,Yes,All,Adults,All,All,All
S13002777,2012-2015,Percent,Percent Of Adults,73.9,No,All,All,All,All,All
S14000007,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.4,No,All,All,All,All,All
S13002759,2012-2015,Percent,Percent Of Adults,85.6,No,All,All,All,All,All
S16000113,2014-2015,Percent,Percent Of Adults,78,No,All,All,All,All,All
S12000040,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.2,Yes,All,With Children,All,All,All
S13002613,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.1,No,All,All,All,All,All
S08000024,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,83,No,All,With Children,All,All,All
S12000048,2012-2013,Percent,Percent Of Adults,78.5,No,All,All,All,All,All
S12000019,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,89.9,No,All,With Children,All,All,All
S13002758,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,75.1,No,All,All,All,All,All
S08000031,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.7,No,All,With Children,All,All,All
S12000018,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.6,No,All,With Children,All,All,All
S12000041,2016,Percent,Percent Of Adults,83.2,No,All,With Children,All,All,All
S13002564,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,98,No,All,All,All,All,All
S12000020,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,55.9,No,All,Adults,All,All,All
S12000008,2015,Percent,Percent Of Adults,77.2,No,All,Adults,All,All,All
S14000053,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.6,No,All,All,All,All,All
S08000030,2014,Percent,Percent Of Adults,74.4,No,All,Adults,All,All,All
S08000028,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.7,No,All,Adults,All,All,All
S13002522,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.5,No,All,All,All,All,All
S12000047,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,72,No,All,Adults,All,All,All
S12000006,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,58.9,No,All,Adults,All,All,All
S14000053,2016-2017,Percent,Percent Of Adults,81.2,No,All,All,All,All,All
S12000013,2015,Percent,Percent Of Adults,77.1,No,All,Adults,All,All,All
S08000019,2017,Percent,Percent Of Adults,90.1,No,All,Pensioners,All,All,All
S13002794,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.9,No,All,All,All,All,All
S12000047,2012,Percent,Percent Of Adults,70.1,No,All,Adults,All,All,All
S08000026,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,96.5,No,All,Pensioners,All,All,All
S13002634,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.9,No,All,All,All,All,All
S12000028,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.3,No,All,Adults,All,All,All
S12000035,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.1,No,All,All,All,All,All
S14000019,2016-2017,Percent,Percent Of Adults,81.2,No,All,All,All,All,All
S12000027,2015,Percent,Percent Of Adults,80.4,No,All,Adults,All,All,All
S12000035,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.8,No,All,Adults,All,All,All
S13002651,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.7,No,All,All,All,All,All
S12000038,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,68.5,No,All,Adults,All,All,All
S08000031,2014,Percent,Percent Of Adults,73.6,No,All,Adults,All,All,All
S12000028,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,93.3,No,All,Pensioners,All,All,All
S13002512,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.8,No,All,All,All,All,All
S13002533,2014-2017,Percent,Percent Of Adults,68.8,No,All,All,All,All,All
S14000046,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.4,No,All,All,All,All,All
S12000039,2016,Percent,Percent Of Adults,74.7,No,All,Adults,All,All,All
S13002794,2014-2017,Percent,Percent Of Adults,77.9,No,All,All,All,All,All
S14000052,2016-2017,Percent,Percent Of Adults,81.2,No,All,All,All,All,All
S12000021,2015,Percent,Percent Of Adults,69.7,No,All,Adults,All,All,All
S13002649,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,73.2,No,All,All,All,All,All
S12000014,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,79.5,No,All,All,All,All,All
S12000042,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,76.2,No,All,All,All,All,65 years and over
S12000049,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.1,No,All,All,All,All,65 years and over
S12000028,2012,Percent,Percent Of Adults,93.5,No,All,All,All,All,65 years and over
S12000006,2015,Percent,Percent Of Adults,68.3,No,All,All,All,All,16-34 years
S12000035,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,85.4,No,All,All,All,All,65 years and over
S12000028,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,84.8,No,All,All,All,All,65 years and over
S12000017,2015,Percent,Percent Of Adults,90.8,No,All,All,All,All,65 years and over
S12000040,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,83.1,No,All,All,All,All,65 years and over
S12000020,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,93.7,No,All,All,All,All,65 years and over
S12000005,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,91.9,No,All,All,All,All,16-34 years
